"Time","Frequency (Hz)","Level (dBµV/m)","Level_1 (dBµV/m)","Level_2 (dBµV/m)","Level_3 (dBµV/m)","Value Count","File Info"
"10/12/2021  11:10:00.000","    94100000","  11.1","   0.2","  10.5","  12.1","76",
"10/12/2021  11:20:00.000","    94125000","  11.8","   0.3","  11.4","  12.9","76",
"10/12/2021  10:50:00.000","    94150000","  11.9","   0.3","  11.3","  12.6","76",
"10/12/2021  10:50:00.000","    94175000","  12.5","   0.3","  12.0","  13.0","76",
"10/12/2021  10:50:00.000","    94200000","  12.8","   0.3","  12.3","  13.5","76",
"10/12/2021  10:50:00.000","    94225000","  12.4","   0.3","  11.8","  13.0","76",
"10/12/2021  10:50:00.000","    94250000","  11.6","   0.3","  11.1","  12.3","76",
"10/12/2021  11:10:00.000","    94275000","  11.3","   0.2","  10.9","  12.4","76",
"10/12/2021  11:10:00.000","    94300000","  12.1","   0.5","  11.4","  13.3","76",
"10/12/2021  11:10:00.000","    94325000","  14.7","   1.9","  11.8","  18.2","76",
"10/12/2021  11:50:00.000","    94350000","  21.5","   3.0","  11.5","  25.6","76",
"10/12/2021  11:00:00.000","    94375000","  31.3","   3.7","  14.0","  37.1","76",
"10/12/2021  10:50:00.000","    94400000","  42.0","   3.9","  23.4","  45.9","76",
"10/12/2021  11:10:00.000","    94425000","  51.2","   2.5","  40.7","  54.5","76",
"10/12/2021  11:10:00.000","    94450000","  57.6","   1.2","  52.6","  59.1","76",
"10/12/2021  11:10:00.000","    94475000","  61.1","   0.6","  59.8","  62.4","76",
"10/12/2021  11:10:00.000","    94500000","  61.8","   1.2","  59.5","  64.8","76",
"10/12/2021  11:10:00.000","    94525000","  59.4","   0.8","  57.6","  61.4","76",
"10/12/2021  11:10:00.000","    94550000","  54.1","   0.9","  50.4","  55.5","76",
"10/12/2021  11:10:00.000","    94575000","  46.0","   2.3","  36.3","  49.4","76",
"10/12/2021  11:10:00.000","    94600000","  35.6","   3.4","  22.5","  40.4","76",
"10/12/2021  11:10:00.000","    94625000","  24.9","   3.5","  14.8","  30.0","76",
"10/12/2021  11:10:00.000","    94650000","  16.3","   2.3","  12.0","  20.3","76",
"10/12/2021  11:10:00.000","    94675000","  12.2","   0.7","  11.3","  13.8","76",
"10/12/2021  11:10:00.000","    94700000","  10.8","   0.2","  10.4","  12.0","76",
"10/12/2021  11:10:00.000","    94725000","  10.3","   0.2","   9.8","  11.5","76",
"10/12/2021  11:10:00.000","    94750000","  10.0","   0.2","   9.5","  11.1","76",
"10/12/2021  11:10:00.000","    94775000","   9.7","   0.2","   9.2","  10.8","76",
"10/12/2021  11:10:00.000","    94800000","   9.5","   0.2","   9.0","  10.6","76",
"10/12/2021  11:10:00.000","    94825000","   9.3","   0.2","   8.9","  10.5","76",
"10/12/2021  11:10:00.000","    94850000","   9.3","   0.2","   8.8","  10.4","76",
"10/12/2021  11:10:00.000","    94875000","   9.3","   0.2","   8.8","  10.4","76",
"10/12/2021  11:30:00.000","    94900000","   9.3","   0.2","   8.9","  10.0","76",
"10/12/2021  11:30:00.000","    94925000","   9.3","   0.2","   9.1","  10.1","76",
"10/12/2021  11:30:00.000","    94950000","   9.4","   0.2","   9.1","  10.2","76",
"10/12/2021  11:30:00.000","    94975000","   9.7","   0.2","   9.4","  10.5","76",
"10/12/2021  11:30:00.000","    95000000","   9.9","   0.2","   9.6","  10.7","76",
"10/12/2021  11:10:00.000","    95025000","  10.2","   0.2","   9.7","  11.1","76",
"10/12/2021  11:30:00.000","    95050000","  10.1","   0.2","   9.8","  10.8","76",
"10/12/2021  11:30:00.000","    95075000","  10.4","   0.2","  10.0","  11.1","76",
"10/12/2021  10:40:00.000","    95100000","  10.9","   0.3","  10.4","  11.6","40",
"10/12/2021  10:40:00.000","    95125000","  12.4","   1.0","  10.7","  14.6","40",
"10/12/2021  10:40:00.000","    95150000","  17.3","   2.4","  11.5","  21.8","40",
"10/12/2021  10:40:00.000","    95175000","  27.9","   3.1","  14.8","  32.4","40",
"10/12/2021  10:40:00.000","    95200000","  39.9","   3.0","  24.9","  43.2","40",
"10/12/2021  10:40:00.000","    95225000","  48.6","   2.0","  38.6","  50.8","40",
"10/12/2021  10:40:00.000","    95250000","  54.1","   0.7","  51.0","  55.1","40",
"10/12/2021  11:30:00.000","    95275000","  57.7","   1.2","  55.0","  60.3","76",
"10/12/2021  11:30:00.000","    95300000","  59.7","   1.8","  56.2","  63.6","76",
"10/12/2021  10:40:00.000","    95325000","  58.3","   0.6","  56.7","  60.2","40",
"10/12/2021  10:40:00.000","    95350000","  55.4","   0.8","  51.8","  56.5","40",
"10/12/2021  10:40:00.000","    95375000","  50.4","   2.1","  40.0","  52.7","40",
"10/12/2021  10:40:00.000","    95400000","  42.0","   3.0","  27.1","  45.5","40",
"10/12/2021  10:40:00.000","    95425000","  29.9","   3.1","  16.6","  34.4","40",
"10/12/2021  10:40:00.000","    95450000","  18.4","   2.3","  13.2","  22.6","40",
"10/12/2021  10:40:00.000","    95475000","  13.5","   1.0","  11.0","  15.8","40",
"10/12/2021  10:40:00.000","    95500000","  11.9","   0.8","  10.2","  13.1","40",
"10/12/2021  10:40:00.000","    95525000","  11.0","   0.8","   9.8","  12.7","40",
"10/12/2021  10:40:00.000","    95550000","  10.1","   0.6","   9.2","  12.2","40",
"10/12/2021  11:30:00.000","    95575000","   9.6","   0.2","   9.3","  10.4","76",
"10/12/2021  11:30:00.000","    95600000","   9.5","   0.2","   9.2","  10.3","76",
"10/12/2021  11:30:00.000","    95625000","   9.6","   0.2","   9.3","  10.4","76",
"10/12/2021  11:30:00.000","    95650000","   9.7","   0.2","   9.5","  10.5","76",
"10/12/2021  11:30:00.000","    95675000","   9.6","   0.2","   9.4","  10.3","76",
"10/12/2021  11:10:00.000","    95700000","   9.6","   0.2","   9.2","  10.5","76",
"10/12/2021  11:10:00.000","    95725000","   9.6","   0.2","   9.3","  10.6","76",
"10/12/2021  11:30:00.000","    95750000","  10.3","   0.1","  10.1","  11.0","76",
"10/12/2021  11:30:00.000","    95775000","  10.5","   0.1","  10.3","  11.2","76",
"10/12/2021  11:30:00.000","    95800000","   9.9","   0.2","   9.8","  10.6","76",
"10/12/2021  11:30:00.000","    95825000","  10.1","   0.3","   9.9","  11.6","76",
"10/12/2021  11:30:00.000","    95850000","  10.5","   0.6","  10.1","  14.0","76",
"10/12/2021  11:30:00.000","    95875000","  11.4","   1.8","  10.6","  20.9","76",
"10/12/2021  11:20:00.000","    95900000","  12.9","   4.2","  10.8","  29.1","76",
"10/12/2021  11:20:00.000","    95925000","  14.5","   6.0","  10.8","  35.1","76",
"10/12/2021  10:50:00.000","    95950000","  17.7","   5.9","  11.2","  35.9","76",
"10/12/2021  10:50:00.000","    95975000","  23.5","   6.8","  11.6","  37.1","76",
"10/12/2021  12:30:00.000","    96000000","  34.2","   6.8","  13.8","  44.5","76",
"10/12/2021  12:10:00.000","    96025000","  45.9","   3.9","  31.2","  52.7","76",
"10/12/2021  12:10:00.000","    96050000","  55.0","   1.6","  49.6","  57.8","76",
"10/12/2021  10:40:00.000","    96075000","  61.8","   0.7","  60.2","  62.9","40",
"10/12/2021  10:40:00.000","    96100000","  65.5","   1.1","  63.1","  67.3","40",
"10/12/2021  10:40:00.000","    96125000","  62.0","   0.5","  60.6","  62.9","40",
"10/12/2021  12:10:00.000","    96150000","  54.9","   1.7","  49.2","  58.1","76",
"10/12/2021  12:10:00.000","    96175000","  46.0","   3.9","  31.1","  52.4","76",
"10/12/2021  12:30:00.000","    96200000","  35.6","   7.1","  13.9","  45.9","76",
"10/12/2021  12:30:00.000","    96225000","  25.7","   7.3","  13.4","  40.1","76",
"10/12/2021  12:30:00.000","    96250000","  20.4","   4.5","  15.9","  32.4","76",
"10/12/2021  11:20:00.000","    96275000","  16.6","   5.6","  13.5","  35.9","76",
"10/12/2021  10:40:00.000","    96300000","  13.2","   2.4","  11.5","  24.1","40",
"10/12/2021  10:40:00.000","    96325000","  12.1","   1.1","  11.1","  16.9","40",
"10/12/2021  10:40:00.000","    96350000","  10.9","   0.6","  10.4","  14.0","40",
"10/12/2021  11:30:00.000","    96375000","  10.7","   0.3","  10.3","  12.0","76",
"10/12/2021  12:10:00.000","    96400000","  10.4","   0.4","   9.9","  13.3","76",
"10/12/2021  12:10:00.000","    96425000","  10.5","   0.4","  10.1","  13.2","76",
"10/12/2021  12:10:00.000","    96450000","  10.2","   0.3","   9.8","  12.8","76",
"10/12/2021  10:50:00.000","    96475000","   9.7","   0.2","   9.3","  10.2","76",
"10/12/2021  10:50:00.000","    96500000","   9.8","   0.2","   9.5","  10.3","76",
"10/12/2021  10:50:00.000","    96525000","   9.5","   0.2","   9.1","  10.0","76",
"10/12/2021  10:50:00.000","    96550000","   9.7","   0.2","   9.3","  10.2","76",
"10/12/2021  10:50:00.000","    96575000","   9.6","   0.3","   9.2","  10.3","76",
"10/12/2021  12:20:00.000","    96600000","   9.6","   0.3","   9.1","  10.1","76",
"10/12/2021  12:00:00.000","    96625000","   9.6","   0.2","   9.2","  10.4","75",
"10/12/2021  10:50:00.000","    96650000","   9.6","   0.3","   9.2","  10.2","76",
"10/12/2021  10:50:00.000","    96675000","   9.8","   0.2","   9.5","  10.4","76",
"10/12/2021  10:50:00.000","    96700000","   9.7","   0.3","   9.3","  10.4","76",
"10/12/2021  10:50:00.000","    96725000","   9.3","   0.3","   8.9","  10.1","76",
"10/12/2021  10:50:00.000","    96750000","   9.1","   0.4","   8.5","  10.0","76",
"10/12/2021  10:50:00.000","    96775000","   9.2","   0.4","   8.4","  10.4","76",
"10/12/2021  10:40:00.000","    96800000","  10.0","   0.4","   8.9","  10.9","40",
"10/12/2021  10:40:00.000","    96825000","  11.7","   0.5","  10.1","  12.8","40",
"10/12/2021  10:40:00.000","    96850000","  14.0","   0.4","  12.7","  15.0","40",
"10/12/2021  10:50:00.000","    96875000","  16.2","   0.3","  15.5","  17.2","76",
"10/12/2021  10:50:00.000","    96900000","  17.3","   0.5","  16.4","  18.7","76",
"10/12/2021  10:50:00.000","    96925000","  16.6","   0.4","  15.8","  17.6","76",
"10/12/2021  10:50:00.000","    96950000","  14.6","   0.5","  13.2","  16.0","76",
"10/12/2021  11:20:00.000","    96975000","  27.9","   2.3","  20.4","  32.1","76",
"10/12/2021  11:20:00.000","    97000000","  24.3","   2.1","  17.6","  28.2","76",
"10/12/2021  11:20:00.000","    97025000","  22.1","   1.9","  16.2","  25.4","76",
"10/12/2021  11:20:00.000","    97050000","  21.8","   1.8","  16.2","  26.2","76",
"10/12/2021  11:20:00.000","    97075000","  22.7","   2.0","  16.6","  27.6","76",
"10/12/2021  11:20:00.000","    97100000","  23.5","   2.1","  17.3","  28.3","76",
"10/12/2021  11:20:00.000","    97125000","  24.0","   2.0","  17.6","  28.7","76",
"10/12/2021  11:20:00.000","    97150000","  24.3","   2.1","  17.8","  29.1","76",
"10/12/2021  11:20:00.000","    97175000","  24.7","   2.2","  18.0","  30.0","76",
"10/12/2021  11:20:00.000","    97200000","  25.0","   2.3","  18.0","  30.5","76",
"10/12/2021  11:20:00.000","    97225000","  25.2","   2.3","  17.9","  29.6","76",
"10/12/2021  11:20:00.000","    97250000","  25.2","   2.5","  17.6","  30.3","76",
"10/12/2021  11:20:00.000","    97275000","  25.3","   2.9","  17.4","  31.3","76",
"10/12/2021  11:20:00.000","    97300000","  25.9","   3.2","  17.4","  32.9","76",
"10/12/2021  11:20:00.000","    97325000","  27.4","   3.5","  17.9","  35.2","76",
"10/12/2021  11:20:00.000","    97350000","  29.2","   4.3","  18.6","  43.4","76",
"10/12/2021  11:20:00.000","    97375000","  30.5","   5.0","  19.2","  48.2","76",
"10/12/2021  11:20:00.000","    97400000","  31.1","   5.2","  19.6","  49.7","76",
"10/12/2021  11:20:00.000","    97425000","  31.0","   5.0","  19.9","  48.7","76",
"10/12/2021  11:20:00.000","    97450000","  30.1","   4.2","  19.9","  44.5","76",
"10/12/2021  11:20:00.000","    97475000","  28.7","   3.4","  19.7","  36.7","76",
"10/12/2021  11:20:00.000","    97500000","  27.2","   3.3","  19.5","  34.9","76",
"10/12/2021  11:20:00.000","    97525000","  26.1","   3.1","  19.4","  32.9","76",
"10/12/2021  11:20:00.000","    97550000","  25.4","   2.8","  19.5","  31.3","76",
"10/12/2021  10:50:00.000","    97575000","  26.0","   2.4","  21.0","  32.3","76",
"10/12/2021  11:40:00.000","    97600000","  34.9","   3.7","  20.0","  40.2","76",
"10/12/2021  11:40:00.000","    97625000","  50.2","   3.7","  31.8","  54.0","76",
"10/12/2021  11:40:00.000","    97650000","  61.4","   1.4","  54.9","  63.1","76",
"10/12/2021  12:30:00.000","    97675000","  69.2","   0.6","  67.4","  70.8","76",
"10/12/2021  12:40:00.000","    97700000","  72.2","   1.3","  69.9","  75.0","54",
"10/12/2021  12:40:00.000","    97725000","  70.0","   0.5","  68.6","  71.1","54",
"10/12/2021  11:40:00.000","    97750000","  63.3","   1.6","  55.7","  65.1","76",
"10/12/2021  11:40:00.000","    97775000","  52.8","   3.5","  33.9","  56.4","76",
"10/12/2021  11:40:00.000","    97800000","  37.5","   3.5","  20.6","  41.8","76",
"10/12/2021  10:50:00.000","    97825000","  27.0","   1.7","  22.7","  30.5","76",
"10/12/2021  11:20:00.000","    97850000","  26.5","   2.0","  22.2","  33.3","76",
"10/12/2021  11:20:00.000","    97875000","  28.0","   2.3","  22.8","  36.3","76",
"10/12/2021  11:20:00.000","    97900000","  28.8","   2.6","  23.1","  37.3","76",
"10/12/2021  11:20:00.000","    97925000","  28.5","   2.4","  22.8","  37.0","76",
"10/12/2021  11:20:00.000","    97950000","  27.6","   2.2","  22.1","  34.8","76",
"10/12/2021  11:20:00.000","    97975000","  26.8","   2.1","  21.2","  32.3","76",
"10/12/2021  11:20:00.000","    98000000","  26.2","   2.1","  20.1","  31.2","76",
"10/12/2021  11:20:00.000","    98025000","  25.5","   2.1","  19.1","  30.1","76",
"10/12/2021  11:20:00.000","    98050000","  24.9","   2.1","  18.2","  28.2","76",
"10/12/2021  11:20:00.000","    98075000","  24.3","   2.1","  17.5","  28.0","76",
"10/12/2021  11:20:00.000","    98100000","  24.1","   2.3","  17.2","  28.3","76",
"10/12/2021  11:20:00.000","    98125000","  24.8","   2.4","  17.3","  29.1","76",
"10/12/2021  11:20:00.000","    98150000","  25.9","   2.8","  17.8","  33.2","76",
"10/12/2021  11:20:00.000","    98175000","  26.7","   3.3","  18.1","  36.7","76",
"10/12/2021  11:20:00.000","    98200000","  26.9","   3.5","  18.3","  37.9","76",
"10/12/2021  11:20:00.000","    98225000","  26.8","   3.3","  18.4","  36.7","76",
"10/12/2021  11:20:00.000","    98250000","  26.2","   2.8","  18.2","  33.6","76",
"10/12/2021  11:20:00.000","    98275000","  25.2","   2.3","  18.1","  29.7","76",
"10/12/2021  11:20:00.000","    98300000","  24.3","   2.1","  18.0","  28.6","76",
"10/12/2021  11:20:00.000","    98325000","  23.8","   2.0","  18.4","  27.5","76",
"10/12/2021  10:50:00.000","    98350000","  25.1","   2.7","  17.3","  33.3","76",
"10/12/2021  10:40:00.000","    98375000","  30.3","   2.4","  24.6","  36.0","40",
"10/12/2021  10:40:00.000","    98400000","  37.9","   2.0","  33.8","  42.9","40",
"10/12/2021  10:40:00.000","    98425000","  46.5","   1.4","  44.0","  50.1","40",
"10/12/2021  10:40:00.000","    98450000","  53.9","   1.0","  51.8","  56.3","40",
"10/12/2021  10:40:00.000","    98475000","  58.2","   1.1","  55.5","  60.4","40",
"10/12/2021  10:40:00.000","    98500000","  59.6","   1.2","  56.3","  62.4","40",
"10/12/2021  10:40:00.000","    98525000","  58.2","   1.0","  55.0","  60.3","40",
"10/12/2021  10:40:00.000","    98550000","  54.4","   1.0","  52.1","  56.4","40",
"10/12/2021  10:40:00.000","    98575000","  48.1","   1.3","  45.7","  51.3","40",
"10/12/2021  10:40:00.000","    98600000","  39.8","   1.8","  36.0","  44.2","40",
"10/12/2021  10:40:00.000","    98625000","  31.8","   2.1","  26.7","  36.3","40",
"10/12/2021  10:50:00.000","    98650000","  26.5","   2.9","  18.0","  34.4","76",
"10/12/2021  11:20:00.000","    98675000","  25.0","   2.1","  18.7","  30.2","76",
"10/12/2021  11:20:00.000","    98700000","  25.1","   2.2","  18.6","  30.6","76",
"10/12/2021  11:20:00.000","    98725000","  25.2","   2.1","  18.8","  30.2","76",
"10/12/2021  11:20:00.000","    98750000","  25.4","   1.9","  19.1","  29.7","76",
"10/12/2021  11:20:00.000","    98775000","  25.7","   1.8","  19.4","  29.6","76",
"10/12/2021  11:20:00.000","    98800000","  25.7","   1.8","  19.4","  29.3","76",
"10/12/2021  11:20:00.000","    98825000","  25.3","   1.8","  19.0","  28.6","76",
"10/12/2021  11:20:00.000","    98850000","  24.5","   1.8","  18.4","  27.5","76",
"10/12/2021  11:20:00.000","    98875000","  23.8","   1.8","  17.6","  26.9","76",
"10/12/2021  11:20:00.000","    98900000","  23.4","   1.9","  17.0","  27.0","76",
"10/12/2021  11:20:00.000","    98925000","  23.7","   2.1","  16.9","  27.4","76",
"10/12/2021  11:20:00.000","    98950000","  24.4","   2.3","  17.2","  29.7","76",
"10/12/2021  11:20:00.000","    98975000","  24.9","   2.5","  17.7","  31.7","76",
"10/12/2021  11:20:00.000","    99000000","  25.1","   2.5","  18.2","  32.5","76",
"10/12/2021  11:20:00.000","    99025000","  25.1","   2.5","  18.2","  31.9","76",
"10/12/2021  11:20:00.000","    99050000","  24.9","   2.3","  18.1","  30.6","76",
"10/12/2021  11:20:00.000","    99075000","  24.6","   2.1","  18.1","  29.3","76",
"10/12/2021  11:20:00.000","    99100000","  24.3","   2.0","  18.0","  28.6","76",
"10/12/2021  11:20:00.000","    99125000","  23.8","   1.8","  17.9","  27.3","76",
"10/12/2021  11:20:00.000","    99150000","  23.2","   1.6","  17.9","  26.2","76",
"10/12/2021  11:20:00.000","    99175000","  24.1","   1.3","  20.0","  26.9","76",
"10/12/2021  10:40:00.000","    99200000","  32.2","   0.9","  30.3","  33.8","40",
"10/12/2021  10:40:00.000","    99225000","  43.9","   0.9","  41.8","  45.4","40",
"10/12/2021  10:40:00.000","    99250000","  53.4","   0.6","  51.8","  54.7","40",
"10/12/2021  11:00:00.000","    99275000","  58.9","   0.6","  57.7","  59.9","76",
"10/12/2021  12:40:00.000","    99300000","  60.8","   1.1","  58.9","  63.3","54",
"10/12/2021  11:00:00.000","    99325000","  58.2","   0.6","  56.9","  59.4","76",
"10/12/2021  10:40:00.000","    99350000","  52.2","   0.6","  50.6","  53.4","40",
"10/12/2021  10:40:00.000","    99375000","  42.1","   0.8","  40.2","  43.7","40",
"10/12/2021  10:40:00.000","    99400000","  30.4","   0.9","  28.3","  32.3","40",
"10/12/2021  11:20:00.000","    99425000","  23.8","   1.5","  19.9","  27.3","76",
"10/12/2021  11:20:00.000","    99450000","  22.2","   1.7","  17.2","  26.1","76",
"10/12/2021  11:20:00.000","    99475000","  22.5","   1.8","  16.9","  25.9","76",
"10/12/2021  11:20:00.000","    99500000","  23.8","   1.9","  18.0","  27.2","76",
"10/12/2021  11:20:00.000","    99525000","  25.9","   2.1","  19.7","  30.7","76",
"10/12/2021  11:20:00.000","    99550000","  28.0","   2.4","  21.3","  34.6","76",
"10/12/2021  11:20:00.000","    99575000","  29.4","   2.5","  22.2","  37.0","76",
"10/12/2021  11:20:00.000","    99600000","  29.6","   2.5","  22.4","  37.2","76",
"10/12/2021  11:20:00.000","    99625000","  28.7","   2.3","  21.7","  35.6","76",
"10/12/2021  11:20:00.000","    99650000","  27.0","   2.1","  20.3","  32.2","76",
"10/12/2021  11:20:00.000","    99675000","  25.0","   1.9","  18.6","  28.2","76",
"10/12/2021  11:20:00.000","    99700000","  23.5","   1.9","  17.4","  26.9","76",
"10/12/2021  11:20:00.000","    99725000","  23.2","   1.9","  17.1","  26.6","76",
"10/12/2021  11:20:00.000","    99750000","  23.8","   1.9","  17.4","  27.1","76",
"10/12/2021  11:20:00.000","    99775000","  24.5","   2.0","  17.8","  27.8","76",
"10/12/2021  11:20:00.000","    99800000","  25.2","   2.1","  18.3","  29.3","76",
"10/12/2021  11:20:00.000","    99825000","  25.8","   2.3","  18.5","  31.3","76",
"10/12/2021  11:20:00.000","    99850000","  26.2","   2.6","  18.6","  34.2","76",
"10/12/2021  11:20:00.000","    99875000","  26.6","   2.9","  18.8","  37.0","76",
"10/12/2021  11:20:00.000","    99900000","  26.6","   2.9","  18.7","  37.9","76",
"10/12/2021  11:20:00.000","    99925000","  26.1","   2.7","  18.3","  36.1","76",
"10/12/2021  11:20:00.000","    99950000","  25.2","   2.4","  17.7","  32.2","76",
"10/12/2021  11:20:00.000","    99975000","  24.2","   2.1","  17.2","  28.0","76",
"10/12/2021  11:20:00.000","   100000000","  23.7","   2.0","  17.3","  27.3","76",
"10/12/2021  11:20:00.000","   100025000","  24.1","   1.9","  17.9","  27.5","76",
"10/12/2021  11:20:00.000","   100050000","  25.5","   2.0","  19.1","  28.8","76",
"10/12/2021  11:20:00.000","   100075000","  26.8","   2.1","  20.2","  31.5","76",
"10/12/2021  11:20:00.000","   100100000","  27.2","   2.2","  20.7","  32.9","76",
"10/12/2021  11:20:00.000","   100125000","  26.6","   2.0","  20.3","  31.3","76",
"10/12/2021  11:20:00.000","   100150000","  25.2","   1.8","  19.2","  28.7","76",
"10/12/2021  11:20:00.000","   100175000","  23.7","   1.6","  18.2","  27.2","76",
"10/12/2021  11:20:00.000","   100200000","  22.8","   1.5","  18.0","  26.1","76",
"10/12/2021  11:20:00.000","   100225000","  23.0","   1.3","  19.6","  26.0","76",
"10/12/2021  11:20:00.000","   100250000","  25.0","   0.9","  23.1","  27.1","76",
"10/12/2021  10:50:00.000","   100275000","  28.1","   0.5","  26.8","  29.0","76",
"10/12/2021  10:40:00.000","   100300000","  30.7","   0.9","  29.0","  33.4","40",
"10/12/2021  10:50:00.000","   100325000","  29.8","   0.9","  27.3","  31.4","76",
"10/12/2021  11:20:00.000","   100350000","  29.4","   1.6","  25.5","  33.6","76",
"10/12/2021  11:20:00.000","   100375000","  29.9","   2.2","  23.7","  35.1","76",
"10/12/2021  11:20:00.000","   100400000","  30.3","   2.4","  23.3","  35.8","76",
"10/12/2021  11:20:00.000","   100425000","  29.8","   2.4","  22.5","  35.5","76",
"10/12/2021  11:20:00.000","   100450000","  28.3","   2.3","  21.2","  34.0","76",
"10/12/2021  11:20:00.000","   100475000","  26.4","   2.1","  19.6","  31.2","76",
"10/12/2021  11:20:00.000","   100500000","  24.5","   2.1","  18.0","  28.0","76",
"10/12/2021  11:20:00.000","   100525000","  23.5","   2.1","  17.1","  27.3","76",
"10/12/2021  11:20:00.000","   100550000","  23.8","   2.1","  17.0","  27.8","76",
"10/12/2021  11:20:00.000","   100575000","  24.7","   2.2","  17.5","  28.7","76",
"10/12/2021  11:20:00.000","   100600000","  25.9","   2.4","  18.3","  30.3","76",
"10/12/2021  11:20:00.000","   100625000","  27.0","   2.6","  18.9","  33.1","76",
"10/12/2021  11:20:00.000","   100650000","  27.9","   2.9","  19.4","  35.5","76",
"10/12/2021  11:20:00.000","   100675000","  28.6","   3.2","  19.6","  37.3","76",
"10/12/2021  11:20:00.000","   100700000","  28.8","   3.3","  19.5","  38.0","76",
"10/12/2021  11:20:00.000","   100725000","  28.3","   3.2","  19.0","  37.1","76",
"10/12/2021  11:20:00.000","   100750000","  27.3","   3.0","  18.3","  35.2","76",
"10/12/2021  11:20:00.000","   100775000","  26.0","   2.7","  17.5","  32.3","76",
"10/12/2021  11:20:00.000","   100800000","  24.8","   2.4","  17.1","  29.3","76",
"10/12/2021  11:20:00.000","   100825000","  24.4","   2.2","  17.4","  28.5","76",
"10/12/2021  11:20:00.000","   100850000","  24.7","   2.1","  18.0","  28.2","76",
"10/12/2021  11:20:00.000","   100875000","  25.2","   2.1","  18.7","  29.9","76",
"10/12/2021  11:20:00.000","   100900000","  25.4","   2.1","  19.0","  30.7","76",
"10/12/2021  11:20:00.000","   100925000","  25.1","   2.1","  18.8","  30.3","76",
"10/12/2021  11:20:00.000","   100950000","  24.5","   2.0","  18.4","  28.9","76",
"10/12/2021  11:20:00.000","   100975000","  23.6","   1.9","  17.7","  27.5","76",
"10/12/2021  11:20:00.000","   101000000","  22.9","   1.8","  17.1","  26.3","76",
"10/12/2021  11:20:00.000","   101025000","  22.4","   1.7","  17.1","  25.6","76",
